address,categories,coordinates,name,phone,price,query_offset,rating,restaurant_id,transactions,url,zip_code
,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.9732287, 'longitude': -93.2097663}",,(763) 535-3330,$$,1,4.0,G7iXpVSRuXzCbD2daJ_JYQ,"['delivery', 'pickup']",https://www.yelp.com/biz/surly-brewing-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 44.912151, 'longitude': -93.290436}",,(612) 208-1047,$$,1,4.5,5s2sT8ux7og5XfK-180r2g,"['delivery', 'pickup']",https://www.yelp.com/biz/george-and-the-dragon-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55419.0
,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.925208, 'longitude': -93.27771}",,(612) 345-4516,$$,1,4.0,5K82sS0qi4hCnNXzc0mM3A,['delivery'],https://www.yelp.com/biz/revival-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55409.0
,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'panasian', 'title': 'Pan Asian'}]","{'latitude': 45.0098625272589, 'longitude': -93.2628971288361}",,(612) 223-8640,$$,1,4.0,fYlgTzLNx6bcaKAiHMG2wQ,['delivery'],https://www.yelp.com/biz/hai-hai-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55418.0
,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 45.00123, 'longitude': -93.26664}",,(612) 345-5719,$$,1,4.5,5Y2nekkwRrNMMSx3b-2EhA,['delivery'],https://www.yelp.com/biz/young-joni-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 45.0202859237582, 'longitude': -93.2470212131738}",,(612) 788-1328,$$,1,4.5,ZucUm6bBfhe0bHW4oyO-Dg,['delivery'],https://www.yelp.com/biz/chimborazo-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55418.0
,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'divebars', 'title': 'Dive Bars'}]","{'latitude': 44.9394683837891, 'longitude': -93.247428894043}",,(612) 722-7072,$,1,4.0,ErvVFzAYVArZS7gcWgY0rg,['delivery'],https://www.yelp.com/biz/matts-bar-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55407.0
,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 44.98081, 'longitude': -93.23581}",,(612) 345-5152,,1,4.0,4yrw59jUnaJX_RwOPx--5g,"['delivery', 'pickup']",https://www.yelp.com/biz/umami-fries-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 44.9349588, 'longitude': -93.2623312}",,(612) 315-3145,$,1,4.5,w-SNKgqgNcsEq7Npv2NfEw,"['delivery', 'pickup']",https://www.yelp.com/biz/smoke-in-the-pit-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55407.0
,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 44.9847838, 'longitude': -93.2771236}",,(612) 567-7044,$$,1,4.5,blpkEVmOaHttHmp-IlalnQ,['delivery'],https://www.yelp.com/biz/soul-bowl-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.9344688380649, 'longitude': -93.2778564810365}",,(612) 965-2858,$$,1,4.5,OXy8tz9HWiOK_fbh29TEGg,['delivery'],https://www.yelp.com/biz/boludo-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55409.0
,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'waffles', 'title': 'Waffles'}]","{'latitude': 44.9133251, 'longitude': -93.3313699}",,(612) 870-2640,,1,4.5,TqM6AyDPr32mQJoq1EvxvA,[],https://www.yelp.com/biz/the-lynhall-edina?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55424.0
,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 44.97427, 'longitude': -93.22675}",,(612) 746-0559,$$,1,4.0,N1k9rwt9ATED2ZFE7j_afg,"['delivery', 'pickup']",https://www.yelp.com/biz/korea-restaurant-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 44.9866669959331, 'longitude': -93.2762138294999}",,(612) 259-7288,$$,1,4.0,L9-URJtUCfQu4DpDh-d6wQ,['delivery'],https://www.yelp.com/biz/smack-shack-minneapolis-4?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 44.924217, 'longitude': -93.31532}",,(612) 345-5494,,1,4.5,-Esl5AWeRylx2obnyk14_w,[],https://www.yelp.com/biz/rosalia-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55410.0
,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 45.04057, 'longitude': -93.28731}",,(612) 521-8206,$$,1,4.5,-MjBUPbr9QatqBI_tdGzfQ,"['delivery', 'pickup']",https://www.yelp.com/biz/firebox-deli-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55430.0
,"[{'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 44.9806741630187, 'longitude': -93.3043517544866}",,(612) 800-4535,,1,4.5,8NeW7r_i_TPTi_2Z5eU2QQ,"['delivery', 'pickup']",https://www.yelp.com/biz/wendys-house-of-soul-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55405.0
,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.903733, 'longitude': -93.277606}",,(612) 354-3350,,1,5.0,cCyIQReKWUXGVqF5K-rq0g,['delivery'],https://www.yelp.com/biz/orale-mexican-eats-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55419.0
,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 45.000844, 'longitude': -93.26438}",,(612) 676-1300,$$,1,4.0,Cwya4QAu8R2ylFFQn9PJhw,['delivery'],https://www.yelp.com/biz/the-anchor-fish-and-chips-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'filipino', 'title': 'Filipino'}]","{'latitude': 44.925053101371, 'longitude': -93.2777758187917}",,,$$,1,4.0,gZPo2ZNevTvi57rwc9crMA,['delivery'],https://www.yelp.com/biz/apoy-mpls-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55409.0
,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.9170773114326, 'longitude': -93.2478122137292}",,(612) 223-8504,$$,1,4.0,lST5yvxDu2h1VWID27wrYA,['delivery'],https://www.yelp.com/biz/ie-italian-eatery-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55407.0
,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 44.91208, 'longitude': -93.30902}",,(612) 925-9202,$$,1,4.5,zXAv5ul5nRJZp3AGq9BzKA,"['delivery', 'pickup']",https://www.yelp.com/biz/broders-pasta-bar-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55419.0
,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'guesthouses', 'title': 'Guest Houses'}]","{'latitude': 44.98373, 'longitude': -93.24814}",,(612) 379-4909,$$,1,4.5,uEQ-UJ6sj03MOGVYoWP2GQ,['delivery'],https://www.yelp.com/biz/alma-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}]","{'latitude': 44.988015, 'longitude': -93.2779855}",,(808) 365-8802,$$,1,4.5,0IBN5QhGaWJlnBPFxk_COw,[],https://www.yelp.com/biz/ono-hawaiian-plates-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.9887299, 'longitude': -93.27772}",,(612) 354-3135,$$,1,4.0,FLknT5_ky5NI5Kt2ORjLpg,[],https://www.yelp.com/biz/parlour-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'spanish', 'title': 'Spanish'}]","{'latitude': 44.933952331543, 'longitude': -93.284065246582}",,(612) 824-4052,$$,1,4.5,jKZjxYqeIsdi1949cjRUKQ,['delivery'],https://www.yelp.com/biz/rinc%C3%B3n-38-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55409.0
,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.939423, 'longitude': -93.277406}",,(612) 345-5583,$$,1,4.5,l7mNzyV3pOZ3m87jRY6J7A,['delivery'],https://www.yelp.com/biz/hola-arepa-minneapolis-4?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 45.00122, 'longitude': -93.2617999}",,(612) 877-8111,$$,1,4.0,Tc_utGSR50-MeQP1gD0g-Q,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/northeast-social-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 44.96739, 'longitude': -93.28712}",,(612) 886-1620,,1,4.5,OXwvIPaHeEcUDj7uOGLhKg,['delivery'],https://www.yelp.com/biz/p-s-steak-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55403.0
,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 44.95643, 'longitude': -93.27839}",,(612) 345-5637,$$,1,4.0,VDevoiSjX_ia2m8lSfzCxA,"['delivery', 'pickup']",https://www.yelp.com/biz/pimento-jamaican-kitchen-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55404.0
,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'latitude': 44.9990792077941, 'longitude': -93.2511584512688}",,(612) 400-2153,,1,4.5,W45Kgk-b0ElInTUmjsfdIA,[],https://www.yelp.com/biz/animales-barbeque-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]","{'latitude': 45.05821583, 'longitude': -93.248294}",,(763) 710-5049,,1,3.5,msR7iDjUg7U7JG63Rqrl0w,"['delivery', 'pickup']",https://www.yelp.com/biz/crafty-crab-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55421.0
,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 44.98433, 'longitude': -93.26888}",,,,1,4.5,kcf7Bc1KKk-qoGJ2QIQVvw,[],https://www.yelp.com/biz/billy-sushi-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.948141, 'longitude': -93.301562}",,(612) 354-2453,$$,1,4.5,C7Xg_fWiammvygwKKd4rJg,['delivery'],https://www.yelp.com/biz/lake-and-irving-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.9882191402789, 'longitude': -93.2566113262305}",,(612) 584-3167,$$,1,4.5,I8CNZHuzqia4RO2DUaJKCQ,"['delivery', 'pickup']",https://www.yelp.com/biz/pinku-japanese-street-food-minneapolis-4?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.9160995287565, 'longitude': -93.2109407023374}",,(612) 721-8990,$$,1,4.0,AMjgF60vPOxVOlVRKuMYOQ,[],https://www.yelp.com/biz/sea-salt-eatery-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55467.0
,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.95822, 'longitude': -93.27837}",,,,1,5.0,x7Kij5bIpFEYdABsSUdEHA,['delivery'],https://www.yelp.com/biz/zettas-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55404.0
,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 44.947378, 'longitude': -93.287683}",,(612) 224-9888,,1,4.5,gXf2dlvlw-ieHbSdvQpCyw,[],https://www.yelp.com/biz/gyu-kaku-japanese-bbq-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 44.921699931935, 'longitude': -93.2123801484704}",Okome House,,,1,5.0,6qn4Nt4frApZ2vn2rQerKg,[],https://www.yelp.com/biz/okome-house-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55406.0
,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 44.9819673599659, 'longitude': -93.2367731630802}",Kbop Korean Bistro,(612) 331-4993,$,1,4.5,vi58lz0GLWITkg_r0WieNg,"['pickup', 'delivery']",https://www.yelp.com/biz/kbop-korean-bistro-minneapolis-6?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'persian', 'title': 'Persian/Iranian'}]","{'latitude': 45.012975, 'longitude': -93.263755}",Olive & Lamb,,$$,1,4.5,07VKEPjS7Juf2IB4jVa-wA,['delivery'],https://www.yelp.com/biz/olive-and-lamb-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55418.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 44.9835380660176, 'longitude': -93.2696064205751}",Red Cow - Minneapolis,(612) 238-0050,$$,1,4.5,MDPv2B2jwA1qLvQCXlEVww,['delivery'],https://www.yelp.com/biz/red-cow-minneapolis-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 44.97916, 'longitude': -93.23471}",Korean Bowl,(612) 605-8960,,1,5.0,VaEY4xoDh1Y5bvmvBb5Bug,"['pickup', 'delivery']",https://www.yelp.com/biz/korean-bowl-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
