user_id,restaurant_id,rating
ddG8kqjZxPeOgFlRstM1Vw,LO98IZakEqylO-kfxPyV8A,5
HezB1JmzC8sXSqAk0lJ00g,QC2QKzkYbBlKPnddO4KdbA,5
m1AUK8tI19tUT_N3DMkyIQ,FDNWlzH0ahoPPzwXhEhiEQ,5
ViU-aMvmxfX467kQ501HSQ,cpDhrfSsoBRt_vE-8uKhcw,5
kihCo1XD20PYmZggMsQVoQ,QK7dDel9lW7XknKZsq4Awg,4
7AlB0irCGSv6ZTEwd_UiPQ,S03AJtSAbBjgQIt0axXceA,2
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
xxQU7DhWbv1R8yUID0d0Fg,5QAD2QOqPLbIlzZ1Z0V8sQ,5
9z285WWRn6w_YDiMfipQqQ,LQanbB-8ETBGvLSSQUawfQ,5
YzlV7WObsckjV60PFdsKfA,VHaGfELkL-Ormf0dqW2NMA,5
