,BusinessName,X,Y,FullAddress,City,ZipCode,Neighborhood,Latitude,Longitude
51638,EUREST DINING COLOPLAST,-93.2774955563076,44.9953894401079,1601 WEST RIVER RD N,Minneapolis,55411.0,Near - North,44.99539,-93.2775
51637,JJ'S POKE,-93.23560275598341,44.9823187028892,509 14TH AVE SE,Minneapolis,55414.0,Marcy Holmes,44.98232,-93.2356
51613,GRAND CAFE - HONEYWELL,-93.2214401022669,45.0021167492807,1433 STINSON PKWY,Minneapolis,55413.0,Northeast Park,45.00212,-93.22144
51660,CROWNE PLAZA - EXECUTIVE LOUNGE,-93.2697421171403,44.976224287213796,618 2ND AVE S,Minneapolis,55402.0,Downtown West,44.97622,-93.26974
51659,CROWNE PLAZA - KRONA BAR & GRILL,-93.2697421171403,44.976224287213796,618 2ND AVE S,Minneapolis,55402.0,Downtown West,44.97622,-93.26974
51621,CITY FOOD STUDIO,-93.2628930928179,44.9350449950671,3722 CHICAGO AVE,Minneapolis,55407.0,Central,44.93505,-93.26289
51451,BARWAQO RESTAURANT,-93.2569297283139,44.950728404098705,2820 13TH AVE S,Minneapolis,55407.0,Midtown Phillips,44.95073,-93.25693000000001
51727,CEDAR HALAL PIZZA AND DELI,-93.24700165918492,44.94449706680199,3203 CEDAR AVE S,Minneapolis,55407.0,Corcoran,44.9445,-93.24700000000001
51709,THE SAMPLE ROOM,-93.272371118566,45.009550242251606,2124 MARSHALL ST NE,Minneapolis,55418.0,Bottineau,45.00955,-93.27237
51463,TWIN CITY BITES,-93.27016696457409,44.9764170466854,625 MARQUETTE AVE,Minneapolis,55402.0,Downtown West,44.976420000000005,-93.27017
51753,TAP SOCIETY,-93.2840823255676,44.9197626582385,4555 GRAND AVE S,Minneapolis,55419.0,King Field,44.91976,-93.28408
51774,HUFAN RESTAURANT AND DELI,-93.2556791252164,44.94864745215771,1304 LAKE ST E,Minneapolis,55407.0,Midtown Phillips,44.94865,-93.25568
51775,CUB FOODS #1693,-93.29379322607842,44.94957282376679,1104 LAGOON AVE,Minneapolis,55408.0,Lowry Hill East,44.94957,-93.29379
51805,GRASS ROOTS GOURMET,-93.2607634675536,44.9493082660126,920 LAKE ST E #130,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
52250,NORMANDY KITCHEN,-93.2674270140244,44.9731490227479,405 8TH ST S,Minneapolis,55404.0,Downtown West,44.97315,-93.26743
51545,INFUSED LIFE PLANT BASED EATERY,-93.2607634675536,44.9493082660126,920 LAKE ST E,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
51568,SHUANG CHENG RESTAURANT,-93.2365654256761,44.980443054763796,1320 4TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.98044,-93.23657
51551,FAT LORENZO'S,-93.2479208387398,44.900787244846,5600 CEDAR AVE S,Minneapolis,55417.0,Diamond Lake,44.90079,-93.24792
51479,ANDY'S GARAGE,-93.2607634675536,44.9493082660126,920 LAKE ST E #151,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
51808,PIZZA LUCE',-93.27371269764559,44.9815929708004,119 4TH ST N,Minneapolis,55401.0,Downtown West,44.981590000000004,-93.27371
51481,DOMINGUEZ FAMILY RESTAURANT,-93.2235977828158,44.9123146697143,3313 50TH ST E,Minneapolis,55417.0,Keewaydin,44.91231,-93.2236
51944,MARHABA,-93.2775042196602,44.9516418080346,2801 NICOLLET AVE,Minneapolis,55408.0,Whittier,44.951640000000005,-93.2775
51972,ELEMENT BY WESTIN MINNEAPOLIS DWNTOWN NORTH LOOP,-93.2792487200942,44.9839728808865,501 6TH AVE N,Minneapolis,55401.0,North Loop,44.98397,-93.27925
51975,NORTHEAST BP,-93.2635923791643,45.0164408957494,2636 UNIVERSITY AVE NE,Minneapolis,55418.0,Marshall Terrace,45.01644,-93.26359000000001
51933,CRESCENT MOON BAKERY,-93.2469607022962,45.01201648602321,2339 CENTRAL AVE NE,Minneapolis,55418.0,Windom Park,45.01202,-93.24696
51582,BAARAKALLAH RESTAURANT,-93.2476091332177,44.9698865241593,408 CEDAR AVE S,Minneapolis,55454.0,Cedar Riverside,44.96989,-93.24761
52857,DUR DUR RESTAURANT,-93.25203567789991,44.9568638517922,2511 BLOOMINGTON AVE,Minneapolis,55404.0,East Phillips,44.95686,-93.25204000000001
51673,TED COOK'S 19TH HOLE BBQ,-93.23137884607641,44.93427086110211,2814 38TH ST E,Minneapolis,55406.0,Standish,44.93427,-93.23138
51764,MAMA SAFIA KITCHEN,-93.23271269425459,44.948693700239104,2700 LAKE ST E,Minneapolis,55406.0,Longfellow,44.94869,-93.23271
52519,MAXWELL'S AMERICAN CAFE,-93.25181282114929,44.9745274141535,1201 WASHINGTON AVE S,Minneapolis,55415.0,Downtown East,44.97453,-93.25180999999999
52124,BEAT COFFEEHOUSE  THE,-93.2978497511018,44.952125708945296,1414 28TH ST W,Minneapolis,55408.0,Lowry Hill East,44.95213,-93.29785
51680,EGG & I,-93.2885141128179,44.9508549940306,2828 LYNDALE AVE S,Minneapolis,55408.0,Lowry Hill East,44.95085,-93.28851
51941,"BULLDOG DOWNTOWN, THE",-93.27936740191629,44.9748042399561,1111 HENNEPIN AVE,Minneapolis,55403.0,Downtown West,44.9748,-93.27937
52220,CARIBOU COFFEE #159,-93.3286894052858,44.9130939332001,4999 FRANCE AVE S,Minneapolis,55410.0,Fulton,44.913090000000004,-93.32869000000001
52269,ANDY'S DINER,-93.30102957340858,44.9486455531011,1500 LAKE ST W,Minneapolis,55408.0,East Isles,44.94865,-93.30103000000001
52190,PENNY'S COFFEE,-93.26567846488341,44.98139157315929,100 WASHINGTON AVE S,Minneapolis,55401.0,Downtown West,44.981390000000005,-93.26568
51963,WACAN RESTAURANT LLC,-93.2822119576876,44.94983302915521,2910 PILLSBURY AVE #207,Minneapolis,,Whittier,44.94982,-93.2822
52193,QURUXLOW DELI,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE #135B,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
52175,SEN YAI SEN LEK,-93.24775679558908,45.0128984488817,2424 CENTRAL AVE NE,Minneapolis,55418.0,Holland,45.0129,-93.24776
51964,NORTH LOOP GALLEY,-93.2780431827795,44.98795765485129,729 WASHINGTON AVE N,Minneapolis,55401.0,North Loop,44.98794,-93.27803
52266,ZOE'S CAFE,-93.2904577931066,44.948127793023204,821 LAKE ST W,Minneapolis,55408.0,South Uptown,44.94813,-93.29046
51994,BARDO,-93.2567562528528,44.9874585677428,222 HENNEPIN AVE E,Minneapolis,55414.0,Nicollet Island - East Bank,44.98746,-93.25676
52242,SORRENTO CUCINA DUE,-93.2669746368203,44.977664898770506,200 5TH ST S #290,Minneapolis,55402.0,Downtown West,44.97766,-93.26697
51991,HAI HAI,-93.26237625161079,45.0097308888748,2121 UNIVERSITY AVE NE,Minneapolis,55418.0,Holland,45.00973,-93.26238000000001
52294,MEL-O-GLAZE,-93.23241332529629,44.9158130189439,4800 28TH AVE S,Minneapolis,55417.0,Keewaydin,44.91581,-93.23241
52233,EAT STREET SOCIAL,-93.2783961299563,44.955827667909496,18 26TH ST W,Minneapolis,55404.0,Whittier,44.95583,-93.2784
52254,THE CAFE MEOW,-93.2934174581001,44.95949097806721,2323 HENNEPIN AVE,Minneapolis,55405.0,Lowry Hill East,44.95949,-93.29342
51977,DONG HAE KOREAN GRILL & SUSHI,-93.2707086450972,44.9822000982139,251 1ST AVE N,Minneapolis,55401.0,Downtown West,44.9822,-93.27071
51984,KIKU BISTRO,-93.2978673481999,44.9511958863167,2819 HENNEPIN AVE,Minneapolis,55408.0,Lowry Hill East,44.9512,-93.29786999999999
52284,JAX CAFE,-93.2635595403508,45.00832593813929,1922 UNIVERSITY AVE NE,Minneapolis,55418.0,Bottineau,45.00833,-93.26356
52262,LITTLE TOMATO,-93.2960843666341,44.9994021967743,1200 WEST BROADWAY,Minneapolis,55411.0,Jordan,44.9994,-93.29608
52216,GRACE CENTER FOR COMMUNITY LIFE,-93.2505800720681,44.9693697012125,1500 6TH ST NE,Minneapolis,55413.0,Corcoran,44.969359999999995,-93.25057
52099,SABBAI CUISINE EXPRESS,-93.2607634675536,44.9493082660126,920 LAKE ST E #114,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
52027,A LA SALSA RESTAURANT,-93.2607634675536,44.9493082660126,920 LAKE ST E #155,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
52340,MEDITERRANEAN DELI & CAFE,-93.2469370038406,44.967972141932,523 CEDAR AVE S,Minneapolis,55454.0,Cedar Riverside,44.96797,-93.24694000000001
52302,CHRIS & ROBS CHICAGOS TASTE AUTHORITY,-93.2267147509004,44.9266758950055,3101 42ND ST E,Minneapolis,55406.0,Ericsson,44.92668,-93.22671
52152,CROWNE PLAZA NORTHSTAR,-93.2697421171403,44.976224287213796,618 2ND AVE S,Minneapolis,55402.0,Downtown West,44.97622,-93.26974
52361,CRISP & GREEN - DINKYTOWN,-93.23568875080721,44.981011566199996,411 14TH AVE SE,Minneapolis,55414.0,Marcy Holmes,44.98101,-93.23569
52379,RED WAGON PIZZA,-93.30905573390959,44.904568689179605,5416 PENN AVE S,Minneapolis,55419.0,Armatage,44.90457,-93.30906
52390,SAVORY BAKE HOUSE,-93.2206736111574,44.948085458984096,3008 36TH AVE S,Minneapolis,55406.0,Longfellow,44.94809,-93.22067
52336,MCCORMICK & SCHMICKS SEAFOOD RESTAURANT,-93.273850439023,44.975640391762504,800 NICOLLET MALL,Minneapolis,55402.0,Downtown West,44.975640000000006,-93.27385
52207,LAO SZE CHUAN,-93.22758854127899,44.97333444617271,304 OAK ST SE,Minneapolis,55414.0,University of Minnesota,44.97333,-93.22759
52123,SONORA GRILL LONGFELLOW,-93.2239186960696,44.94868845892321,3300 LAKE ST E,Minneapolis,55406.0,Longfellow,44.94869,-93.22391999999999
52412,LUCKY DRAGON RESTAURANT,-93.24598962616899,44.969410088768605,1827 RIVERSIDE AVE,Minneapolis,55454.0,Cedar Riverside,44.969409999999996,-93.24599
52385,DRIFTWOOD,-93.2775437832619,44.922741894003494,4415 NICOLLET AVE,Minneapolis,55419.0,King Field,44.922740000000005,-93.27754
52179,ATLAS RESTAURANT,-93.2676175907136,44.9769024652067,200 6TH ST S #175,Minneapolis,55402.0,Downtown West,44.9769,-93.26762
52208,MOMO SUSHI,-93.24701204640449,45.0073457269431,1839 CENTRAL AVE NE,Minneapolis,55418.0,Windom Park,45.00735,-93.24701
52409,STARBUCKS COFFEE #2452,-93.2938470091127,44.9602173979615,2212 HENNEPIN AVE,Minneapolis,55405.0,East Isles,44.96022,-93.29385
52407,UNDERGROUND MUSIC CAFE,-93.2753267671919,44.982859721896496,408 3RD AVE N,Minneapolis,55401.0,North Loop,44.982859999999995,-93.27533000000001
52532,SAMMY'S AVENUE EATERY,-93.2943440828921,44.998879802208,1101 WEST BROADWAY,Minneapolis,55411.0,Near - North,44.99888,-93.29434
52443,SIMPLS,-93.26996594047822,44.9768659827524,601 MARQUETTE AVE #210,Minneapolis,55402.0,Downtown West,44.976859999999995,-93.26995
52467,THE LOWRY CAFE,-93.3087385468676,45.0130380899138,2207 LOWRY AVE N,Minneapolis,55411.0,Jordan,45.013040000000004,-93.30874
52600,ELI'S EAST FOOD & COCKTAILS,-93.24756841617908,44.991289263922205,815 HENNEPIN AVE E,Minneapolis,55414.0,Marcy Holmes,44.99129,-93.24757
52368,DELTA HOTEL,-93.21300778467979,45.0024080859046,1330 INDUSTRIAL BLVD,Minneapolis,55413.0,Mid - City Industrial,45.00241,-93.21301
52491,MAC'S INDUSTRIAL SPORTS BAR,-93.2556315172013,44.9879657712977,308 HENNEPIN AVE E,Minneapolis,55414.0,Nicollet Island - East Bank,44.987970000000004,-93.25563000000001
52452,EL BURRITO CUBANO,-93.2870856774301,45.041119165730294,4729 LYNDALE AVE N,Minneapolis,55430.0,Lind - Bohanon,45.04112,-93.28709
52479,APOY,-93.2775369919984,44.9248828162061,4301 NICOLLET AVE,Minneapolis,55409.0,King Field,44.92488,-93.27754
52501,FAMOUS DAVE'S,-93.2897311476698,44.948888938917705,800 LAKE ST W,Minneapolis,55408.0,Lowry Hill East,44.948890000000006,-93.28973
52314,QORAXLOW RESTAURANT,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
52634,MOTLEY CREWS HEAVY METAL GRILL,-93.23234382982929,44.933953747093106,3800 28TH AVE S,Minneapolis,55406.0,Standish,44.93395,-93.23234000000001
52422,ANNIES KITTY CAT KLUB,-93.23655664015259,44.980052107744704,313 14TH AVE SE,Minneapolis,55414.0,Marcy Holmes,44.98005,-93.23656
52731,MASU SUSHI & ROBATA,-93.25501538071421,44.9881788900286,328 HENNEPIN AVE E,Minneapolis,55414.0,Nicollet Island - East Bank,44.98818,-93.25502
52570,HOLIDAY STATIONSTORE #332,-93.2176630215688,44.9192851572143,4601 HIAWATHA AVE,Minneapolis,55406.0,Hiawatha,44.919290000000004,-93.21766
52260,MNBBQCO,-93.25015297704941,45.013020543831,816 LOWRY AVE NE,Minneapolis,55418.0,Holland,45.013020000000004,-93.25015
52598,CONEXION AT OPEN BOOK,-93.2542141203117,44.9754226992778,1011 WASHINGTON AVE S,Minneapolis,55415.0,Downtown East,44.97542,-93.25421
52596,NAUTICAL BOWLS,-93.2801291130901,44.955221825108005,2608 BLAISDELL AVE,Minneapolis,55408.0,Whittier,44.955220000000004,-93.28013
52910,FAIR FAVES,-93.2552766188837,45.027315797304496,3300 CENTRAL AVE NE,Minneapolis,55418.0,Columbia Park,45.02732,-93.25528
52654,SUPERAMERICA #4161,-93.24762798166901,44.9165612656881,4740 CEDAR AVE S,Minneapolis,55407.0,Northrop,44.91656,-93.24763
52653,SAGAL RESTAURANT INC,-93.24689516031471,44.969645704099506,411 CEDAR AVE S,Minneapolis,55454.0,Cedar Riverside,44.96965,-93.2469
52296,HARRIET'S INN,-93.28869957360149,44.9302059180123,4000 LYNDALE AVE S,Minneapolis,55409.0,East Harriet,44.930209999999995,-93.2887
52698,LONGFELLOW GRILL,-93.20658031905899,44.94863786786549,2990 WEST RIVER PKWY,Minneapolis,55406.0,Cooper,44.948640000000005,-93.20658
52673,HAMMER & SICKLE,-93.29610513388691,44.949468414752396,1300 LAGOON AVE #150,Minneapolis,55408.0,Lowry Hill East,44.94947,-93.29611
52777,ST PAUL BAGELRY,-93.27860579225211,44.904671248149995,5426 NICOLLET AVE,Minneapolis,55419.0,Tangletown,44.90467,-93.27861
52757,EDDINGTON'S,-93.27016696457409,44.9764170466854,625 MARQUETTE AVE #232,Minneapolis,55402.0,Downtown West,44.976420000000005,-93.27017
52396,PLANET SMOOTHIE,-93.2713748420001,44.9771861297786,651 NICOLLET MALL #TRACT A,Minneapolis,55402.0,Downtown West,44.97719,-93.27136999999999
52515,WALKIN' DOG,-93.2697421171403,44.976224287213796,618 2ND AVE S #119 NORTH,Minneapolis,55402.0,Downtown West,44.97622,-93.26974
52751,CANOPY BY HILTON MINNEAPOLIS-MILL DISTRICT,-93.2588018065862,44.976809954742095,708 3RD ST S,Minneapolis,55415.0,Downtown East,44.97681,-93.2588
52562,MAMA SHEILA SOUL FOOD KITCHEN,-93.2527861259967,44.93428883129721,3744 BLOOMINGTON AVE,Minneapolis,55407.0,Powderhorn Park,44.934290000000004,-93.25279
52461,HARRY SINGHS ORIG CARIBBEAN RESTAURANT,-93.27748552841409,44.9539859682463,2653 NICOLLET AVE,Minneapolis,55408.0,Whittier,44.953990000000005,-93.27749
53247,SAWATDEE RESTAURANT,-93.2596229547908,44.977175386729606,607 WASHINGTON AVE S #100,Minneapolis,55415.0,Downtown East,44.97718,-93.25962
52795,VO'S VIETNAMESE RESTAURANT,-93.2876026282317,45.0181566177396,3450 LYNDALE AVE S,Minneapolis,55408.0,McKinley,45.018159999999995,-93.2876
52732,UPSTAIRS CIRCUS,-93.2714391946121,44.9832664220673,125 WASHINGTON AVE N,Minneapolis,55401.0,Downtown West,44.983270000000005,-93.27144
52824,FRESHII,-93.2713748420001,44.9771861297786,651 NICOLLET MALL #239,Minneapolis,55402.0,Downtown West,44.97719,-93.27136999999999
53080,THE 1029 BAR,-93.26813270625709,44.9980949287531,1029 MARSHALL ST NE,Minneapolis,55413.0,St. Anthony West,44.998090000000005,-93.26813
52812,WIILO COFFEE,-93.283408282779,44.94818642395639,311 LAKE ST W,Minneapolis,55408.0,Lyndale,44.948190000000004,-93.28341
53200,THE STRAY DOG,-93.25493735304859,44.988797684765,401 HENNEPIN AVE E,Minneapolis,55414.0,Nicollet Island - East Bank,44.9888,-93.25494
52820,NE PALACE,-93.2618958820042,45.0133129160304,2500 4TH ST NE,Minneapolis,55418.0,Holland,45.01331,-93.2619
52678,ELSIE'S,-93.26599634272979,44.99499237518229,729 MARSHALL ST NE,Minneapolis,55413.0,St. Anthony West,44.99499,-93.266
52878,SOVEREIGN GROUNDS,-93.262142701315,44.915882745294105,813 48TH ST E,Minneapolis,55417.0,Northrop,44.91588,-93.26214
52899,A CUPCAKE SOCIAL,-93.23234382982929,44.933953747093106,3800 28TH AVE S,Minneapolis,55406.0,Standish,44.93395,-93.23234000000001
52854,PARKWAY THEATER,-93.2630400661815,44.9156019500506,4814 CHICAGO AVE,Minneapolis,55417.0,Field,44.9156,-93.26304
52842,"EL NUEVO RODEO, PARAISO LOUNGE, 27 EVENT",-93.23271689208201,44.948111597806104,2709 LAKE ST E,Minneapolis,55406.0,Longfellow,44.94811,-93.23272
52912,EL NUEVO MIRAMAR,-93.2688330867515,44.948134239192704,501 LAKE ST E,Minneapolis,55408.0,Central,44.94813,-93.26883000000001
53352,PAGODA,-93.2346867986854,44.9804388222204,1417 4TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.98044,-93.23469
52923,THE FILLMORE,-93.2792487200942,44.9839728808865,525 5TH ST N,Minneapolis,55401.0,North Loop,44.98397,-93.27925
52669,DOMINO'S #1906,-93.23436887682149,44.9517940798145,2801 26TH AVE S,Minneapolis,55406.0,Longfellow,44.95179,-93.23437
53407,NORTH CENTRAL UNIVERSITY,-93.2614923228459,44.969349694909404,910 ELLIOT AVE,Minneapolis,55404.0,Elliot Park,44.96935,-93.26149000000001
52944,HEXAGON,-93.2335324860031,44.9553932518152,2600 27TH AVE S,Minneapolis,55406.0,Seward,44.95539,-93.23353
52986,SUN STREET BREADS,-93.27835114771679,44.9194537740996,4600 NICOLLET AVE,Minneapolis,55419.0,Tangletown,44.91945,-93.27835
52955,PINEDA TACOS PLUS,-93.2708435612731,44.9485368649051,330 LAKE ST E,Minneapolis,55408.0,Phillips West,44.94854,-93.27084
52931,GORDITAS EL GORDO,-93.2736364522375,44.948058070841896,207 LAKE ST E,Minneapolis,55408.0,Central,44.94806,-93.27364
52975,HOLIDAY STATIONSTORE #404,-93.24561551109079,44.986013881176206,601 5TH ST N,Minneapolis,55401.0,Marcy Holmes,44.98601,-93.24562
53404,BUS STOP BREWHOUSE,0.0,0.0,600 4TH ST S #O,Minneapolis,55415.0,Downtown East,0.0,0.0
52981,SHERATON/THE GREAT ROOM,-93.26203232531601,44.9499616370547,2901 CHICAGO AVE,Minneapolis,55407.0,Midtown Phillips,44.94996,-93.26203000000001
53049,INTOWN SUSHI,-93.2607634675536,44.9493082660126,920 LAKE ST E #162,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
52776,PITTA KING LLC,-93.23811538515551,44.96291703116071,2328 FRANKLIN AVE E,Minneapolis,55406.0,Seward,44.962920000000004,-93.23812
52992,OUR LADY OF PEACE SCHOOL,-93.25823784874241,44.9043442428888,5435 11TH AVE S,Minneapolis,55417.0,Hale,44.904340000000005,-93.25824
53072,SKYWAY BISTRO,-93.2613286147669,44.9545759409276,800 28TH ST E,Minneapolis,55407.0,Midtown Phillips,44.95458,-93.26133
53400,TOWN HALL BREWERY,-93.24779875679441,44.973392164195204,1430 WASHINGTON AVE S,Minneapolis,55454.0,Cedar Riverside,44.97339,-93.2478
52895,REEF KITCHENS,-93.2809494743705,45.0097098620815,208 29TH AVE N,Minneapolis,55411.0,Hawthorne,45.00971,-93.28095
53069,SUSHI AVENUE,-93.23566046555379,44.95150678671829,2850 26TH AVE S,Minneapolis,55406.0,Longfellow,44.95151,-93.23566
53063,CUB FOODS-LAKE STREET,-93.23566046555379,44.95150678671829,2850 26TH AVE S,Minneapolis,55406.0,Longfellow,44.95151,-93.23566
52839,MERLINS REST PUB,-93.2201888874166,44.9480842599028,3601 LAKE ST E,Minneapolis,55406.0,Longfellow,44.94808,-93.22019
53368,CONGA LATIN BISTRO,-93.25347951220829,44.98930458993979,501 HENNEPIN AVE E,Minneapolis,55414.0,Nicollet Island - East Bank,44.9893,-93.25348000000001
53078,DAYS HOTEL ON UNIVERSITY,-93.2217297119279,44.974344816157895,2407 UNIVERSITY AVE SE #COLLEEN WR,Minneapolis,55414.0,Prospect Park - East River Road,44.974340000000005,-93.22173000000001
53112,FONDITA LA POTRA,-93.26941896618321,44.947791727184,417 LAKE ST E,Minneapolis,55408.0,Central,44.947790000000005,-93.26942
53275,PUNCH NEAPOLITAN PIZZA,-93.2567562528528,44.9874585677428,208 HENNEPIN AVE E,Minneapolis,55414.0,Nicollet Island - East Bank,44.98746,-93.25676
53129,PAPA JOHNS PIZZA,-93.21858436786009,44.9729979610769,2639 UNIVERSITY AVE SE,Minneapolis,55414.0,Prospect Park - East River Road,44.973,-93.21858
53146,JIMMY JOHNS,-93.227565263235,45.0062409089966,2315 18TH AVE NE,Minneapolis,55418.0,Windom Park,45.006240000000005,-93.22757
52908,PIZZERIA LOLA,-93.3184605370805,44.901860917928495,5557 XERXES AVE S,Minneapolis,55410.0,Armatage,44.90186,-93.31846
53104,PROFILE EVENT CENTER,-93.2194923238639,44.972004362758796,2630 UNIVERSITY AVE SE,Minneapolis,55414.0,Prospect Park - East River Road,44.972,-93.21949000000001
53096,HOLIDAY STATIONSTORE #209,-93.29563297039041,44.957695383806296,2448 HENNEPIN AVE,Minneapolis,55405.0,East Isles,44.9577,-93.29563
53268,ELEMENT PIZZA,-93.26786063530359,44.99855521416799,96 BROADWAY ST NE,Minneapolis,55413.0,St. Anthony West,44.99856,-93.26786
53236,HAZEL'S NORTHEAST,-93.2367447572546,45.0202518642748,2859 JOHNSON ST NE,Minneapolis,55418.0,Audubon Park,45.02025,-93.23674
52925,KELBER CATERING,-93.2746044004309,44.9687061090267,1301 2ND AVE S,Minneapolis,55403.0,Loring Park,44.968709999999994,-93.2746
53194,BRUEGGERS BAGEL BAKERY,-93.22758854127899,44.97333444617271,720 WASHINGTON AVE SE,Minneapolis,55414.0,University of Minnesota,44.97333,-93.22759
53191,DEVIL'S ADVOCATE,-93.2760150536676,44.97356776076771,1070 NICOLLET MALL,Minneapolis,55403.0,Downtown West,44.97357,-93.27601999999999
53211,EMERY,-93.26685017523769,44.9781654989936,215 4TH ST S,Minneapolis,55401.0,Downtown West,44.97817,-93.26685
53170,PANERA BREAD #1318,-93.2728038927339,44.975586399253395,809 NICOLLET MALL,Minneapolis,55402.0,Downtown West,44.975590000000004,-93.2728
53336,SZECHUAN SPICE,-93.28861988315441,44.947657361841294,3016 LYNDALE AVE S,Minneapolis,55408.0,South Uptown,44.94766,-93.28862
53393,CUB FOODS BROADWAY,-93.2892037288002,44.9982609670472,701 WEST BROADWAY,Minneapolis,55411.0,Near - North,44.998259999999995,-93.2892
53379,MODERN TIMES,-93.26302006070021,44.944587634818795,3200 CHICAGO AVE,Minneapolis,55407.0,Central,44.944590000000005,-93.26302
53439,BONCHON DINKY,-93.23516796240271,44.98064789589721,406 14TH AVE SE,Minneapolis,55414.0,Marcy Holmes,44.98065,-93.23517
53425,DOMO GASTRO,-93.2478404080809,44.994631915259895,1032 3RD AVE NE,Minneapolis,55413.0,Marcy Holmes,44.99463,-93.24784
53455,ASTER CAFE,-93.2549398449752,44.9846677938659,125 MAIN ST SE,Minneapolis,55414.0,Marcy Holmes,44.98467,-93.25494
53474,INDIA KITCHEN,-93.2347823506855,44.980619403051605,1415 4TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.98062,-93.23478
53489,CHICAGO STYLE JJ FISH & CHICKEN,-93.2918788272747,44.9997062062652,904 WEST BROADWAY,Minneapolis,55411.0,Hawthorne,44.99971,-93.29188
53496,RIVER VILLAGE EAST,-93.2708924817268,45.0210356233109,2919 RANDOLPH ST NE #100,Minneapolis,55418.0,Marshall Terrace,45.02104,-93.27089000000001
53499,D BRIANS DELI,-93.273850439023,44.975640391762504,800 NICOLLET MALL,Minneapolis,55402.0,Downtown West,44.975640000000006,-93.27385
53480,AFRO DELI AND COFFEE LLC,-93.22758854127899,44.97333444617271,720 WASHINGTON AVE SE,Minneapolis,55414.0,University of Minnesota,44.97333,-93.22759
53484,WINGS N' THINGS,-93.2845637605762,44.9994027170125,324 WEST BROADWAY,Minneapolis,55411.0,Hawthorne,44.9994,-93.28456
53506,DILLA'S ETHIOPIAN RESTAURANT,-93.2465035658177,44.969653999819,1813 RIVERSIDE AVE,Minneapolis,55454.0,Cedar Riverside,44.96965,-93.2465
53491,HUIES CHOW MEIN LLC,-93.2630283234041,44.905496270161,5358 CHICAGO AVE,Minneapolis,55417.0,Page,44.9055,-93.26303
53485,TACOS LUPITA,-93.22332626612291,44.8984797637469,5748 34TH AVE S,Minneapolis,55417.0,Wenonah,44.89848,-93.22333
53513,YUAN YUAN RESTAURANT OF ZHENG,-93.293280444358,44.9997094712347,1010 WEST BROADWAY,Minneapolis,55411.0,Hawthorne,44.99971,-93.29328000000001
53675,LUNDS - LAKE STREET,-93.2998435178575,44.9486527793069,1450 LAKE ST W,Minneapolis,55408.0,East Isles,44.94865,-93.29984
53542,MINI OLYMPIC CAFE,-93.29613207705721,45.03138329924211,4151 FREMONT AVE N,Minneapolis,55412.0,Webber - Camden,45.03138,-93.29613
53550,DAIRY QUEEN,-93.268197098395,44.8937972811973,6014 PORTLAND AVE,Minneapolis,55417.0,Diamond Lake,44.8938,-93.2682
53532,SCOTT JA-MAMAS,-93.2784419709853,44.9037503951478,3 DIAMOND LAKE RD W,Minneapolis,55419.0,Windom,44.90375,-93.27844
53509,ICHIDDO RAMEN,-93.2783796018534,44.9534539519948,2710 NICOLLET AVE,Minneapolis,55408.0,Whittier,44.95345,-93.27838
53548,LOON GROCERY & DELI,-93.28761200125341,44.957140202178294,2501 LYNDALE AVE S,Minneapolis,55405.0,Whittier,44.95714,-93.28761
53512,PEPPERS & FRIES,-93.2161896120262,44.948640466273794,3900 LAKE ST E,Minneapolis,55406.0,Cooper,44.948640000000005,-93.21619
53527,TIBET KITCHEN BAR & RESTAURANT,-93.27751724074021,44.9642486651577,1833 NICOLLET AVE,Minneapolis,55403.0,Steven's Square - Loring Heights,44.96425,-93.27752
53511,MINNEHAHA SCOOP,-93.22965069138729,44.9415120552991,3352 MINNEHAHA AVE,Minneapolis,55406.0,Longfellow,44.94151,-93.22965
53549,CRYSTAL GARDEN,-93.2158130220895,44.917640703174705,4711 HIAWATHA AVE,Minneapolis,55406.0,Hiawatha,44.917640000000006,-93.21581
53541,SPRING STREET TAVERN AND CLUB UNDERGROUN,-93.25206120981692,44.9948901788539,355 MONROE ST NE,Minneapolis,55413.0,St. Anthony East,44.994890000000005,-93.25206
54001,GORDITAS EL DURANGO,-93.2520633909264,44.9486504441095,1522 LAKE ST E,Minneapolis,55407.0,East Phillips,44.94865,-93.25206
53631,NORTH EAST SOCIAL CLUB,-93.2618118140666,45.001215184182904,359 13TH AVE NE,Minneapolis,55413.0,Sheridan,45.00122,-93.26181
53573,RED RABBIT,-93.27189893979809,44.9835900267134,201 WASHINGTON AVE N,Minneapolis,55401.0,Downtown West,44.98359,-93.2719
